"age","workclass","educatoin_num","marital_status","occupation","race","sex","hours_per_week","income"
42,"Government",13,"Divorced","Professional","White","Female",50,"<=50K"
27,"Self-Employed",10,"Single","White-Collar","White","Female",45,"<=50K"
47,"Private",11,"Married","Blue-Collar","White","Male",40,">50K"
19,"Private",9,"Single","Service","White","Female",40,"<=50K"
46,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
55,"Self-Employed",9,"Widowed","Service","White","Female",25,"<=50K"
50,"Private",4,"Married","Sales","Other","Male",49,"<=50K"
32,"Private",10,"Single","White-Collar","White","Female",50,"<=50K"
28,"Private",9,"Married","White-Collar","White","Female",40,"<=50K"
23,"Private",9,"Single","White-Collar","Black","Female",40,"<=50K"
43,"Private",14,"Married","White-Collar","White","Male",50,"<=50K"
34,"Private",13,"Married","Professional","White","Male",40,">50K"
19,"Private",10,"Single","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
37,"Private",10,"Married","White-Collar","Asian-Pac-Islander","Male",55,"<=50K"
27,"Private",13,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
18,"Private",9,"Single","Sales","White","Female",24,"<=50K"
31,"Private",10,"Widowed","White-Collar","White","Female",40,"<=50K"
49,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
26,"Government",15,"Married","Professional","White","Male",60,"<=50K"
48,"Private",9,"Married","Blue-Collar","White","Male",45,">50K"
39,"Private",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
41,"Private",9,"Separated","Blue-Collar","White","Female",40,"<=50K"
48,"Government",11,"Divorced","Professional","White","Female",56,">50K"
40,"Private",13,"Divorced","White-Collar","White","Female",40,">50K"
70,"Private",13,"Married","Sales","White","Male",70,">50K"
20,"Private",9,"Single","Blue-Collar","White","Male",43,"<=50K"
38,"Private",3,"Married","Service","White","Male",75,"<=50K"
37,"Self-Employed",10,"Separated","Service","White","Female",40,"<=50K"
49,"Private",10,"Widowed","White-Collar","White","Female",40,">50K"
51,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
43,"Private",2,"Single","Sales","White","Male",40,"<=50K"
38,"Private",15,"Single","Professional","White","Male",50,"<=50K"
18,"?",7,"Single","?","White","Male",36,"<=50K"
23,"Private",4,"Single","Service","White","Male",25,"<=50K"
34,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
62,"?",10,"Married","?","White","Male",24,"<=50K"
33,"Private",10,"Single","White-Collar","White","Male",40,"<=50K"
31,"Private",10,"Single","Blue-Collar","White","Female",45,"<=50K"
64,"Private",10,"Widowed","Service","White","Female",40,"<=50K"
26,"Government",13,"Married","Professional","White","Male",28,"<=50K"
55,"Private",10,"Married","Professional","White","Male",40,"<=50K"
61,"Government",13,"Married","Professional","White","Male",40,"<=50K"
37,"Private",9,"Married","Service","White","Male",40,">50K"
78,"Government",13,"Married","White-Collar","White","Male",15,"<=50K"
27,"Government",10,"Single","White-Collar","Black","Female",40,"<=50K"
49,"Private",9,"Divorced","Professional","White","Male",42,"<=50K"
55,"Government",14,"Married","Professional","White","Male",45,">50K"
42,"Private",13,"Married","Blue-Collar","White","Male",58,"<=50K"
22,"?",9,"Single","?","White","Female",40,"<=50K"
61,"Private",5,"Married","Blue-Collar","White","Male",40,"<=50K"
64,"Self-Employed",13,"Married","White-Collar","White","Male",5,"<=50K"
46,"Government",9,"Married","Service","White","Male",40,"<=50K"
24,"Private",13,"Single","White-Collar","White","Male",40,"<=50K"
27,"Private",10,"Married","Blue-Collar","White","Male",70,"<=50K"
47,"Private",9,"Married","Blue-Collar","White","Male",55,">50K"
18,"Private",10,"Divorced","Service","White","Male",15,"<=50K"
48,"Private",9,"Married","Sales","White","Male",50,"<=50K"
50,"Self-Employed",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
40,"Government",14,"Divorced","Professional","White","Female",45,"<=50K"
56,"Self-Employed",6,"Divorced","Sales","White","Male",40,"<=50K"
34,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
56,"Government",13,"Married","Sales","White","Male",40,"<=50K"
18,"Private",7,"Single","Service","White","Male",20,"<=50K"
21,"Private",10,"Single","Service","White","Female",25,"<=50K"
40,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
27,"Government",9,"Married","Blue-Collar","White","Male",50,"<=50K"
52,"Self-Employed",15,"Married","Professional","White","Male",45,">50K"
46,"Private",9,"Divorced","Sales","White","Female",30,"<=50K"
23,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
50,"Private",10,"Married","Service","White","Male",45,">50K"
19,"Private",10,"Single","Blue-Collar","White","Male",50,"<=50K"
20,"Private",9,"Single","Service","White","Male",40,"<=50K"
39,"Private",10,"Divorced","White-Collar","White","Female",40,">50K"
24,"Private",7,"Single","Blue-Collar","White","Male",35,"<=50K"
72,"Private",11,"Widowed","White-Collar","White","Female",40,"<=50K"
42,"Government",14,"Married","Professional","White","Female",20,">50K"
42,"Private",13,"Divorced","Sales","White","Male",45,"<=50K"
51,"Private",13,"Divorced","White-Collar","Amer-Indian-Eskimo","Male",50,"<=50K"
39,"Private",9,"Married","Sales","White","Male",50,">50K"
40,"Government",10,"Single","White-Collar","Amer-Indian-Eskimo","Female",35,"<=50K"
34,"Private",10,"Married","Sales","White","Male",55,">50K"
19,"Private",7,"Single","Blue-Collar","White","Male",40,"<=50K"
26,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
45,"Government",13,"Divorced","Professional","White","Female",50,">50K"
28,"Private",14,"Single","Professional","White","Female",40,">50K"
30,"Government",13,"Single","Professional","White","Male",40,">50K"
32,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
19,"Private",10,"Single","Service","White","Female",25,"<=50K"
21,"Private",9,"Single","Service","White","Male",35,"<=50K"
54,"Private",9,"Married","Service","Black","Female",20,"<=50K"
62,"Private",15,"Married","Professional","White","Male",30,">50K"
25,"Private",10,"Single","Service","White","Male",48,"<=50K"
49,"Self-Employed",10,"Divorced","White-Collar","White","Female",32,"<=50K"
32,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
26,"Private",10,"Single","Professional","White","Male",40,"<=50K"
37,"Government",9,"Married","Service","White","Male",40,">50K"
58,"Private",9,"Divorced","Sales","White","Female",40,"<=50K"
37,"Private",10,"Married","White-Collar","White","Female",45,">50K"
41,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
38,"Private",13,"Married","White-Collar","White","Male",40,">50K"
47,"Government",9,"Married","Service","White","Male",40,"<=50K"
42,"Private",9,"Divorced","Service","Black","Male",35,"<=50K"
30,"Government",9,"Married","White-Collar","White","Male",40,"<=50K"
43,"Private",10,"Married","Sales","White","Male",40,">50K"
34,"Private",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
57,"Private",10,"Divorced","White-Collar","White","Female",10,"<=50K"
46,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Private",10,"Married","Blue-Collar","White","Male",55,"<=50K"
20,"Private",5,"Single","Blue-Collar","White","Female",11,"<=50K"
47,"Private",11,"Divorced","Sales","White","Male",50,"<=50K"
55,"?",9,"Divorced","?","White","Male",20,"<=50K"
53,"Self-Employed",4,"Married","White-Collar","White","Male",50,">50K"
43,"Private",13,"Married","Sales","White","Male",65,">50K"
80,"Self-Employed",4,"Married","Blue-Collar","White","Male",30,"<=50K"
24,"Private",10,"Single","Service","White","Female",40,"<=50K"
43,"Government",14,"Married","White-Collar","White","Male",60,">50K"
22,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
40,"Private",10,"Separated","White-Collar","Black","Male",40,"<=50K"
48,"Private",9,"Married","White-Collar","White","Male",50,">50K"
56,"?",9,"Married","?","White","Male",25,"<=50K"
34,"?",7,"Divorced","?","White","Male",84,"<=50K"
51,"Private",9,"Married","Blue-Collar","White","Male",45,">50K"
24,"Government",9,"Single","White-Collar","White","Female",40,"<=50K"
19,"Private",9,"Single","Service","White","Female",40,"<=50K"
34,"Private",10,"Divorced","White-Collar","White","Female",30,"<=50K"
24,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
41,"Private",13,"Married","Blue-Collar","White","Male",48,">50K"
24,"Private",9,"Divorced","Sales","White","Female",38,"<=50K"
22,"Government",10,"Single","Service","White","Male",40,"<=50K"
32,"Government",10,"Divorced","White-Collar","White","Female",40,"<=50K"
41,"Private",13,"Divorced","White-Collar","White","Female",55,"<=50K"
20,"Private",10,"Single","Service","White","Male",35,"<=50K"
31,"Private",9,"Single","Service","Black","Male",40,"<=50K"
55,"Private",13,"Married","Service","White","Male",18,">50K"
49,"Government",16,"Married","Professional","Black","Male",60,">50K"
26,"Private",13,"Single","Sales","White","Male",40,"<=50K"
27,"Self-Employed",9,"Divorced","Blue-Collar","White","Male",70,"<=50K"
35,"Private",9,"Separated","White-Collar","White","Female",40,"<=50K"
40,"Private",9,"Divorced","Service","White","Male",60,"<=50K"
59,"Private",10,"Married","Professional","White","Male",34,"<=50K"
61,"Private",10,"Married","Sales","White","Male",45,">50K"
31,"Private",9,"Single","Sales","Black","Female",40,"<=50K"
43,"Government",14,"Divorced","Service","White","Male",60,">50K"
61,"Private",3,"Single","Blue-Collar","Black","Male",40,"<=50K"
54,"Private",12,"Widowed","White-Collar","White","Female",30,"<=50K"
30,"Private",10,"Married","Sales","White","Male",50,"<=50K"
20,"Private",10,"Single","Sales","White","Female",50,"<=50K"
27,"Government",14,"Single","Professional","White","Female",50,"<=50K"
44,"Self-Employed",10,"Divorced","Blue-Collar","White","Male",60,"<=50K"
64,"Private",10,"Widowed","White-Collar","White","Female",40,"<=50K"
55,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
34,"Private",9,"Divorced","Blue-Collar","White","Male",55,"<=50K"
61,"Private",9,"Widowed","Sales","White","Female",35,"<=50K"
28,"Private",13,"Married","Professional","White","Male",40,"<=50K"
34,"Private",9,"Divorced","Blue-Collar","Black","Female",40,"<=50K"
47,"Self-Employed",15,"Married","Professional","White","Male",60,">50K"
26,"Private",13,"Single","White-Collar","White","Male",45,"<=50K"
35,"Private",7,"Single","Service","Amer-Indian-Eskimo","Male",40,"<=50K"
36,"Private",13,"Married","Professional","White","Male",38,"<=50K"
47,"Private",13,"Married","Professional","White","Male",40,">50K"
17,"Private",7,"Single","Service","Black","Female",25,"<=50K"
35,"Private",10,"Married","Professional","White","Male",60,"<=50K"
33,"Private",14,"Single","Professional","White","Male",20,"<=50K"
25,"Private",12,"Married","White-Collar","White","Female",40,"<=50K"
18,"Private",6,"Single","Sales","White","Male",10,"<=50K"
47,"Government",14,"Separated","Professional","White","Male",38,"<=50K"
44,"Private",9,"Widowed","Service","Black","Female",30,"<=50K"
41,"Private",9,"Divorced","Service","White","Female",30,"<=50K"
30,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
53,"Self-Employed",10,"Married","Blue-Collar","White","Male",50,"<=50K"
53,"Private",9,"Widowed","Service","Black","Female",20,"<=50K"
40,"Private",9,"Married","Sales","White","Female",20,"<=50K"
24,"Private",10,"Single","White-Collar","White","Male",24,"<=50K"
27,"Private",13,"Single","Sales","White","Male",40,"<=50K"
50,"Private",3,"Married","Blue-Collar","White","Male",37,"<=50K"
36,"Private",7,"Married","Blue-Collar","White","Male",50,"<=50K"
41,"Private",2,"Married","Blue-Collar","White","Male",40,">50K"
41,"Private",14,"Single","Professional","White","Female",40,"<=50K"
31,"Private",9,"Single","Service","White","Female",40,"<=50K"
32,"Government",13,"Married","White-Collar","White","Male",40,"<=50K"
22,"Private",10,"Single","Blue-Collar","White","Male",48,"<=50K"
22,"Private",6,"Divorced","Blue-Collar","White","Male",40,"<=50K"
18,"Government",8,"Single","Professional","White","Male",30,"<=50K"
39,"Private",13,"Married","Professional","Black","Male",30,"<=50K"
38,"Private",9,"Married","White-Collar","White","Female",55,"<=50K"
35,"Government",9,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
54,"Self-Employed",13,"Married","White-Collar","White","Male",40,">50K"
36,"Private",14,"Married","Professional","White","Male",60,">50K"
63,"Government",9,"Married","White-Collar","White","Male",55,"<=50K"
39,"Private",10,"Married","White-Collar","White","Male",48,"<=50K"
57,"Self-Employed",10,"Married","Sales","White","Male",60,">50K"
58,"Self-Employed",15,"Married","Professional","White","Male",50,">50K"
29,"Private",13,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
17,"Private",7,"Single","Sales","White","Female",20,"<=50K"
40,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
69,"Self-Employed",10,"Married","Service","White","Female",15,"<=50K"
28,"Private",6,"Divorced","Sales","White","Female",40,"<=50K"
38,"Private",5,"Married","Blue-Collar","White","Male",40,"<=50K"
44,"Private",15,"Single","Professional","White","Male",40,">50K"
45,"Government",15,"Divorced","Professional","Black","Female",40,"<=50K"
33,"Government",13,"Married","White-Collar","Black","Male",40,"<=50K"
41,"Government",10,"Married","Service","White","Male",40,">50K"
37,"Self-Employed",9,"Married","Sales","White","Male",60,">50K"
50,"Private",10,"Married","Sales","White","Male",45,">50K"
48,"Private",13,"Married","Professional","White","Male",50,"<=50K"
26,"?",9,"Single","?","Black","Female",40,"<=50K"
36,"Private",10,"Married","White-Collar","White","Male",60,">50K"
21,"Private",10,"Single","Service","White","Female",37,"<=50K"
37,"Private",12,"Married","Blue-Collar","White","Male",40,"<=50K"
20,"Government",10,"Single","Professional","White","Female",20,"<=50K"
54,"Self-Employed",9,"Married","Sales","White","Female",30,"<=50K"
28,"Private",9,"Separated","Sales","White","Female",40,"<=50K"
27,"Private",10,"Single","Professional","White","Male",40,"<=50K"
33,"Private",11,"Single","Service","Black","Female",40,"<=50K"
46,"?",9,"Married","?","White","Male",40,"<=50K"
28,"?",7,"Divorced","?","White","Female",58,"<=50K"
17,"?",6,"Single","?","White","Male",40,"<=50K"
40,"Self-Employed",15,"Single","Professional","White","Male",45,">50K"
47,"Private",14,"Married","Sales","White","Male",40,">50K"
44,"Private",2,"Single","Blue-Collar","White","Female",40,"<=50K"
25,"Private",8,"Single","Blue-Collar","White","Male",43,"<=50K"
35,"Private",13,"Married","Professional","White","Male",55,"<=50K"
29,"Private",10,"Married","Sales","White","Female",25,"<=50K"
30,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
30,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
56,"Self-Employed",4,"Divorced","Service","White","Female",40,"<=50K"
25,"Self-Employed",13,"Single","Professional","White","Male",30,"<=50K"
28,"Private",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
43,"Self-Employed",5,"Married","Blue-Collar","White","Male",40,"<=50K"
47,"Government",9,"Married","Service","White","Male",60,">50K"
46,"Self-Employed",13,"Married","Blue-Collar","White","Male",40,"<=50K"
41,"Government",14,"Divorced","Professional","White","Female",35,"<=50K"
38,"Government",12,"Married","White-Collar","White","Female",33,">50K"
29,"Private",9,"Single","Service","Black","Male",40,"<=50K"
25,"Private",3,"Single","Blue-Collar","White","Male",40,"<=50K"
56,"Private",7,"Married","Blue-Collar","White","Male",45,"<=50K"
31,"Private",4,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Private",7,"Single","Service","White","Male",40,"<=50K"
31,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
28,"Private",10,"Separated","White-Collar","White","Female",40,"<=50K"
53,"Private",13,"Married","White-Collar","Black","Male",40,"<=50K"
45,"Private",14,"Divorced","White-Collar","White","Female",50,">50K"
71,"Private",1,"Widowed","Blue-Collar","Black","Male",10,"<=50K"
65,"?",9,"Widowed","?","White","Female",40,"<=50K"
39,"Private",9,"Married","Blue-Collar","White","Male",50,">50K"
19,"Government",9,"Married","Sales","White","Female",40,"<=50K"
34,"Government",13,"Divorced","Professional","White","Female",40,"<=50K"
36,"Private",9,"Married","White-Collar","White","Male",45,"<=50K"
40,"Private",9,"Married","Service","White","Female",40,"<=50K"
90,"Private",10,"Separated","White-Collar","White","Female",40,"<=50K"
56,"Private",15,"Married","White-Collar","White","Male",16,"<=50K"
21,"Private",9,"Single","Professional","White","Female",40,"<=50K"
48,"Private",13,"Married","White-Collar","White","Male",45,">50K"
45,"Private",10,"Separated","White-Collar","White","Female",27,"<=50K"
46,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
64,"Private",6,"Separated","Service","White","Female",35,"<=50K"
29,"Government",14,"Single","Professional","Asian-Pac-Islander","Male",40,"<=50K"
22,"Private",9,"Divorced","Service","White","Female",30,"<=50K"
47,"Private",9,"Married","Blue-Collar","White","Male",48,">50K"
67,"Self-Employed",13,"Married","White-Collar","White","Male",75,">50K"
43,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
42,"Private",10,"Married","Sales","White","Male",40,"<=50K"
31,"Private",10,"Married","Service","White","Male",50,"<=50K"
53,"Private",7,"Divorced","Service","White","Female",40,"<=50K"
81,"Private",5,"Widowed","Service","Black","Female",5,"<=50K"
33,"Government",9,"Divorced","White-Collar","White","Female",40,"<=50K"
17,"Private",8,"Single","Service","White","Female",8,"<=50K"
55,"Self-Employed",15,"Married","White-Collar","White","Male",50,">50K"
28,"Private",9,"Single","Blue-Collar","White","Male",30,"<=50K"
24,"Private",10,"Single","Sales","White","Female",40,"<=50K"
40,"Private",9,"Separated","White-Collar","White","Female",45,"<=50K"
30,"Government",14,"Single","White-Collar","White","Female",40,"<=50K"
24,"Private",7,"Single","Blue-Collar","White","Female",40,"<=50K"
26,"Private",14,"Married","Sales","White","Female",40,"<=50K"
38,"Private",10,"Divorced","Sales","White","Female",38,"<=50K"
30,"Private",9,"Married","Service","White","Male",40,">50K"
33,"Private",13,"Married","White-Collar","White","Male",50,"<=50K"
40,"Private",9,"Married","Sales","White","Male",60,">50K"
63,"Self-Employed",9,"Married","Blue-Collar","White","Male",98,"<=50K"
23,"Private",4,"Single","Blue-Collar","White","Male",36,"<=50K"
56,"Private",9,"Divorced","Blue-Collar","Black","Male",40,"<=50K"
42,"Self-Employed",11,"Married","White-Collar","White","Male",60,"<=50K"
40,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
49,"Private",12,"Married","Sales","White","Female",40,">50K"
35,"Private",9,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
52,"Private",9,"Divorced","Blue-Collar","Black","Female",35,"<=50K"
28,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
35,"Private",6,"Married","Blue-Collar","White","Male",70,"<=50K"
21,"?",10,"Single","?","White","Female",5,"<=50K"
43,"Self-Employed",9,"Single","Blue-Collar","White","Male",35,"<=50K"
32,"?",11,"Single","?","White","Female",2,"<=50K"
29,"Self-Employed",15,"Single","Professional","White","Male",50,">50K"
23,"Private",13,"Single","Blue-Collar","White","Male",25,"<=50K"
50,"Government",10,"Married","White-Collar","White","Male",48,"<=50K"
34,"Private",10,"Single","Service","Black","Male",40,"<=50K"
19,"Private",9,"Single","Service","White","Male",40,"<=50K"
47,"Private",7,"Married","Blue-Collar","Black","Female",40,"<=50K"
37,"Self-Employed",10,"Married","Blue-Collar","White","Male",40,"<=50K"
25,"Private",9,"Single","Sales","Black","Female",35,"<=50K"
75,"Private",10,"Married","White-Collar","White","Male",35,">50K"
24,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
28,"Government",13,"Single","Service","Asian-Pac-Islander","Male",20,"<=50K"
17,"Government",7,"Single","Service","White","Female",16,"<=50K"
31,"Private",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
31,"Private",1,"Single","Service","White","Female",35,"<=50K"
18,"?",9,"Single","?","White","Male",10,"<=50K"
45,"Private",13,"Married","Professional","White","Male",55,">50K"
31,"Private",9,"Single","Blue-Collar","White","Male",42,"<=50K"
27,"Private",13,"Married","Professional","White","Male",42,">50K"
48,"Private",10,"Widowed","White-Collar","Black","Female",38,"<=50K"
22,"?",9,"Married","?","White","Female",22,"<=50K"
34,"Private",13,"Married","Service","Black","Male",30,"<=50K"
26,"Private",9,"Single","Blue-Collar","Black","Female",40,"<=50K"
53,"Private",10,"Married","Professional","White","Male",40,"<=50K"
60,"Private",13,"Married","White-Collar","White","Male",35,">50K"
49,"Government",14,"Separated","Professional","White","Female",50,"<=50K"
40,"Private",10,"Divorced","White-Collar","White","Female",40,"<=50K"
48,"Self-Employed",6,"Married","Blue-Collar","White","Male",80,"<=50K"
23,"Private",13,"Single","Professional","White","Male",50,"<=50K"
68,"?",4,"Widowed","?","Black","Male",10,"<=50K"
42,"Private",11,"Married","Professional","White","Male",40,">50K"
37,"Self-Employed",9,"Single","Blue-Collar","White","Male",85,"<=50K"
27,"Private",9,"Single","Blue-Collar","White","Female",45,"<=50K"
38,"Private",10,"Married","White-Collar","White","Male",44,">50K"
27,"Private",9,"Single","Blue-Collar","White","Male",35,"<=50K"
75,"Private",9,"Widowed","White-Collar","White","Female",40,"<=50K"
49,"Self-Employed",13,"Married","Sales","White","Male",52,">50K"
27,"Private",10,"Single","Sales","White","Male",20,"<=50K"
36,"Self-Employed",13,"Single","Blue-Collar","White","Male",50,"<=50K"
36,"Private",13,"Married","Professional","White","Male",45,">50K"
35,"Private",9,"Divorced","Blue-Collar","White","Male",35,"<=50K"
36,"Private",9,"Married","Sales","White","Male",40,">50K"
53,"Private",7,"Married","Blue-Collar","Black","Male",40,"<=50K"
27,"Private",10,"Single","White-Collar","Black","Female",40,"<=50K"
34,"Private",9,"Divorced","Blue-Collar","White","Male",35,"<=50K"
61,"Private",10,"Married","Sales","White","Male",44,">50K"
29,"Private",9,"Divorced","Blue-Collar","White","Male",56,"<=50K"
40,"Government",10,"Divorced","White-Collar","Black","Female",35,"<=50K"
37,"Private",14,"Single","White-Collar","White","Male",40,">50K"
22,"Private",5,"Single","Blue-Collar","White","Male",30,"<=50K"
43,"Self-Employed",10,"Married","White-Collar","White","Male",40,"<=50K"
55,"Self-Employed",9,"Married","Blue-Collar","White","Male",30,"<=50K"
28,"Private",10,"Divorced","White-Collar","White","Female",40,"<=50K"
23,"Private",13,"Single","Service","White","Female",30,"<=50K"
64,"Government",7,"Married","Blue-Collar","Black","Male",40,">50K"
46,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
29,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
44,"Private",14,"Married","White-Collar","Asian-Pac-Islander","Male",48,"<=50K"
20,"Private",10,"Single","Professional","White","Male",25,"<=50K"
62,"Self-Employed",10,"Divorced","Sales","White","Male",40,"<=50K"
49,"Private",11,"Single","White-Collar","White","Female",35,"<=50K"
29,"Private",6,"Married","Blue-Collar","Amer-Indian-Eskimo","Female",40,"<=50K"
35,"Self-Employed",13,"Married","Sales","White","Male",60,"<=50K"
39,"Government",7,"Married","Blue-Collar","White","Male",30,"<=50K"
39,"Private",13,"Single","White-Collar","White","Male",45,"<=50K"
37,"Private",9,"Divorced","Blue-Collar","White","Female",32,"<=50K"
38,"Private",9,"Married","Blue-Collar","White","Male",30,"<=50K"
72,"?",9,"Married","?","White","Male",8,"<=50K"
31,"Private",4,"Married","Blue-Collar","White","Male",40,"<=50K"
55,"Private",4,"Married","Blue-Collar","White","Male",60,"<=50K"
38,"Private",10,"Separated","Service","White","Female",40,"<=50K"
33,"Private",10,"Divorced","Sales","White","Female",25,"<=50K"
25,"Private",12,"Single","White-Collar","White","Female",40,"<=50K"
19,"?",10,"Single","?","White","Male",30,"<=50K"
37,"Private",11,"Divorced","Service","White","Female",52,"<=50K"
49,"Private",10,"Divorced","Service","White","Male",35,"<=50K"
26,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
35,"Private",9,"Married","Blue-Collar","White","Male",43,"<=50K"
44,"Self-Employed",9,"Married","Sales","White","Female",60,"<=50K"
37,"Private",14,"Separated","White-Collar","White","Male",45,">50K"
42,"Private",13,"Married","Professional","White","Male",45,">50K"
64,"Government",16,"Single","Professional","White","Female",40,">50K"
28,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
35,"Self-Employed",9,"Single","White-Collar","White","Male",50,"<=50K"
40,"Government",13,"Married","White-Collar","White","Male",40,"<=50K"
55,"Government",13,"Married","Professional","White","Male",40,">50K"
21,"Private",9,"Single","Blue-Collar","White","Male",65,"<=50K"
49,"Private",10,"Single","White-Collar","Black","Female",40,"<=50K"
51,"Government",16,"Married","Professional","White","Male",40,">50K"
57,"Private",15,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,">50K"
51,"Private",13,"Married","Blue-Collar","White","Male",40,">50K"
38,"Private",6,"Single","Blue-Collar","Black","Male",40,"<=50K"
24,"Private",9,"Single","Sales","White","Female",32,"<=50K"
45,"Self-Employed",9,"Married","Blue-Collar","White","Male",40,"<=50K"
28,"Private",9,"Married","Blue-Collar","White","Male",45,"<=50K"
42,"Self-Employed",15,"Married","Professional","White","Male",60,">50K"
22,"Private",10,"Single","Service","White","Male",40,"<=50K"
28,"Government",14,"Married","White-Collar","White","Male",40,"<=50K"
60,"Private",9,"Widowed","Blue-Collar","White","Female",40,"<=50K"
31,"Private",9,"Separated","Blue-Collar","White","Female",40,"<=50K"
47,"Private",10,"Married","Blue-Collar","White","Male",75,">50K"
40,"?",9,"Divorced","?","White","Male",25,"<=50K"
30,"Private",9,"Married","White-Collar","White","Male",60,"<=50K"
61,"Private",14,"Married","Sales","White","Male",60,">50K"
71,"Government",13,"Widowed","Professional","White","Female",6,"<=50K"
42,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
44,"Government",8,"Married","Blue-Collar","White","Male",55,"<=50K"
46,"Self-Employed",10,"Married","Sales","White","Male",60,">50K"
50,"Government",15,"Single","White-Collar","Black","Female",52,">50K"
27,"Government",13,"Single","Professional","White","Male",9,"<=50K"
40,"?",11,"Married","?","White","Male",15,"<=50K"
21,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
25,"Private",9,"Single","Blue-Collar","White","Male",35,"<=50K"
61,"Private",3,"Divorced","Blue-Collar","White","Male",56,"<=50K"
54,"Private",10,"Divorced","White-Collar","White","Male",30,"<=50K"
31,"Private",13,"Single","Sales","White","Male",40,"<=50K"
53,"Self-Employed",10,"Married","Blue-Collar","White","Male",30,"<=50K"
39,"Self-Employed",12,"Married","White-Collar","White","Male",55,">50K"
57,"Self-Employed",15,"Married","Blue-Collar","White","Male",50,">50K"
48,"Private",13,"Divorced","Sales","White","Female",44,"<=50K"
30,"Private",10,"Married","Blue-Collar","White","Male",56,">50K"
35,"Private",9,"Married","Blue-Collar","White","Male",60,"<=50K"
42,"Self-Employed",9,"Married","White-Collar","White","Male",50,"<=50K"
34,"Self-Employed",9,"Married","Blue-Collar","White","Male",40,"<=50K"
59,"Private",9,"Married","Sales","White","Male",40,">50K"
69,"Government",6,"Married","White-Collar","White","Male",20,"<=50K"
29,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
40,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
21,"Private",10,"Single","Service","White","Male",15,"<=50K"
40,"Private",12,"Divorced","Professional","White","Female",40,"<=50K"
43,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
36,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
41,"Private",9,"Married","Professional","Asian-Pac-Islander","Male",40,">50K"
72,"?",9,"Widowed","?","White","Male",30,"<=50K"
20,"Private",10,"Single","Blue-Collar","White","Male",30,"<=50K"
41,"Government",13,"Widowed","White-Collar","White","Female",40,"<=50K"
34,"Private",10,"Divorced","White-Collar","White","Male",50,"<=50K"
48,"Private",7,"Divorced","Service","Black","Female",40,"<=50K"
27,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
35,"Private",10,"Married","White-Collar","White","Male",60,">50K"
28,"?",9,"Single","?","Black","Male",40,"<=50K"
27,"Private",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
